"year","zone","rooms","measure","value"
"2010","S01001927","7-9","Ratio","17.26"
"2011","S01001927","7-9","Ratio","17.3"
"2006","S01001927","7-9","Ratio","17.68"
"2012","S01001927","7-9","Ratio","17.34"
"2006","S01001927","Unknown","Ratio",0
"2010","S01001927","Unknown","Ratio",0
"2012","S01001927","Unknown","Ratio",0
"2007","S01001927","Unknown","Ratio",0
"2008","S01001927","Unknown","Ratio",0
"2011","S01001927","Unknown","Ratio",0
"2009","S01001927","Unknown","Ratio",0
"2013","S01001927","Unknown","Ratio",0
"2007","S01001928","Median","Count",3
"2008","S01001928","5.0","Count",16
"2013","S01001928","5.0","Count",16
"2006","S01001928","5.0","Count",16
"2011","S01001928","5.0","Count",16
"2009","S01001928","5.0","Count",16
"2012","S01001928","5.0","Count",16
"2010","S01001928","5.0","Count",16
"2007","S01001928","5.0","Count",16
"2010","S01001928","6.0","Count",7
"2013","S01001928","6.0","Count",7
"2006","S01001928","6.0","Count",7
"2009","S01001928","6.0","Count",7
"2008","S01001928","6.0","Count",7
"2011","S01001928","6.0","Count",7
"2007","S01001928","6.0","Count",7
"2012","S01001928","6.0","Count",7
"2009","S01001928","7.0","Count",9
"2007","S01001928","7.0","Count",8
"2010","S01001928","7.0","Count",9
"2011","S01001928","7.0","Count",9
"2006","S01001928","7.0","Count",7
"2013","S01001928","7.0","Count",10
"2012","S01001928","7.0","Count",10
"2008","S01001928","7.0","Count",8
"2013","S01001928","8.0","Count",12
"2011","S01001928","8.0","Count",13
"2008","S01001928","8.0","Count",14
"2012","S01001928","8.0","Count",12
"2006","S01001928","8.0","Count",15
"2009","S01001928","8.0","Count",13
"2007","S01001928","8.0","Count",14
"2010","S01001928","8.0","Count",13
"2011","S01001928","9.0","Count",1
"2006","S01001928","9.0","Count",1
"2010","S01001928","9.0","Count",1
"2009","S01001928","9.0","Count",1
"2007","S01001928","9.0","Count",1
"2008","S01001928","9.0","Count",1
"2013","S01001928","9.0","Count",1
"2012","S01001928","9.0","Count",1
"2006","S01001928","Unknown","Count",0
"2007","S01001928","Unknown","Count",0
"2008","S01001928","Unknown","Count",0
"2009","S01001928","Unknown","Count",0
"2010","S01001928","Unknown","Count",0
"2011","S01001928","Unknown","Count",0
"2012","S01001928","Unknown","Count",0
"2013","S01001928","Unknown","Count",0
"2008","S01001928","1.0","Count",1
"2006","S01001928","1.0","Count",1
"2007","S01001928","1.0","Count",1
"2012","S01001928","1.0","Count",8
"2013","S01001928","1.0","Count",8
"2010","S01001928","1.0","Count",1
"2009","S01001928","1.0","Count",1
"2011","S01001928","1.0","Count",8
"2012","S01001928","2.0","Count",199
"2006","S01001928","2.0","Count",200
"2009","S01001928","2.0","Count",199
"2011","S01001928","2.0","Count",199
"2008","S01001928","2.0","Count",199
"2013","S01001928","2.0","Count",199
"2007","S01001928","2.0","Count",200
"2010","S01001928","2.0","Count",199
"2012","S01001928","3.0","Count",105
"2013","S01001928","3.0","Count",105
"2010","S01001928","3.0","Count",105
"2007","S01001928","3.0","Count",104
"2008","S01001928","3.0","Count",105
"2011","S01001928","3.0","Count",105
"2006","S01001928","3.0","Count",104
"2009","S01001928","3.0","Count",105
"2011","S01001928","4.0","Count",107
"2006","S01001928","4.0","Count",107
"2013","S01001928","4.0","Count",107
"2012","S01001928","4.0","Count",107
"2010","S01001928","4.0","Count",107
"2009","S01001928","4.0","Count",107
"2007","S01001928","4.0","Count",107
"2008","S01001928","4.0","Count",107
"2011","S01001928","10+","Ratio","1.06"
"2012","S01001928","10+","Ratio","1.06"
"2008","S01001928","10+","Ratio","1.08"
"2009","S01001928","10+","Ratio","1.08"
"2007","S01001928","10+","Ratio","1.08"
"2010","S01001928","10+","Ratio","1.08"
"2013","S01001928","10+","Ratio","1.06"
"2006","S01001928","10+","Ratio","1.08"
"2009","S01001928","1-3","Ratio","65.87"
"2013","S01001928","1-3","Ratio","66.38"
"2012","S01001928","1-3","Ratio","66.38"
"2007","S01001928","1-3","Ratio","65.87"
"2006","S01001928","1-3","Ratio","65.87"
"2011","S01001928","1-3","Ratio","66.38"
"2010","S01001928","1-3","Ratio","65.87"
"2008","S01001928","1-3","Ratio","65.87"
"2007","S01001928","4-6","Ratio","28.08"
"2010","S01001928","4-6","Ratio","28.08"
"2008","S01001928","4-6","Ratio","28.08"
"2011","S01001928","4-6","Ratio","27.66"
"2006","S01001928","4-6","Ratio","28.08"
"2012","S01001928","4-6","Ratio","27.66"
"2009","S01001928","4-6","Ratio","28.08"
"2013","S01001928","4-6","Ratio","27.66"
"2008","S01001928","7-9","Ratio","4.97"
"2007","S01001928","7-9","Ratio","4.97"
"2009","S01001928","7-9","Ratio","4.97"
"2013","S01001928","7-9","Ratio","4.89"
"2010","S01001928","7-9","Ratio","4.97"
"2011","S01001928","7-9","Ratio","4.89"
"2006","S01001928","7-9","Ratio","4.97"
"2012","S01001928","7-9","Ratio","4.89"
"2006","S01001928","Unknown","Ratio",0
"2010","S01001928","Unknown","Ratio",0
"2012","S01001928","Unknown","Ratio",0
"2007","S01001928","Unknown","Ratio",0
"2008","S01001928","Unknown","Ratio",0
"2011","S01001928","Unknown","Ratio",0
"2009","S01001928","Unknown","Ratio",0
"2013","S01001928","Unknown","Ratio",0
"2007","S01001929","Median","Count",4
"2008","S01001929","5.0","Count",73
"2013","S01001929","5.0","Count",74
"2006","S01001929","5.0","Count",57
"2011","S01001929","5.0","Count",74
"2009","S01001929","5.0","Count",73
"2012","S01001929","5.0","Count",74
"2010","S01001929","5.0","Count",74
"2007","S01001929","5.0","Count",67
"2010","S01001929","6.0","Count",38
"2013","S01001929","6.0","Count",39
"2006","S01001929","6.0","Count",38
"2009","S01001929","6.0","Count",38
"2008","S01001929","6.0","Count",38
"2011","S01001929","6.0","Count",38
"2007","S01001929","6.0","Count",38
"2012","S01001929","6.0","Count",39
"2009","S01001929","7.0","Count",55
"2007","S01001929","7.0","Count",55
"2010","S01001929","7.0","Count",55
"2011","S01001929","7.0","Count",55
"2006","S01001929","7.0","Count",54
"2013","S01001929","7.0","Count",55
"2012","S01001929","7.0","Count",55
"2008","S01001929","7.0","Count",55
"2013","S01001929","8.0","Count",21
"2011","S01001929","8.0","Count",21
"2008","S01001929","8.0","Count",21
"2012","S01001929","8.0","Count",21
"2006","S01001929","8.0","Count",22
"2009","S01001929","8.0","Count",21
"2007","S01001929","8.0","Count",21
"2010","S01001929","8.0","Count",21
"2011","S01001929","9.0","Count",1
"2006","S01001929","9.0","Count",1
"2010","S01001929","9.0","Count",1
"2009","S01001929","9.0","Count",1
"2007","S01001929","9.0","Count",1
"2008","S01001929","9.0","Count",1
"2013","S01001929","9.0","Count",1
"2012","S01001929","9.0","Count",1
"2006","S01001929","Unknown","Count",8
"2007","S01001929","Unknown","Count",0
"2008","S01001929","Unknown","Count",0
"2009","S01001929","Unknown","Count",0
"2010","S01001929","Unknown","Count",0
"2011","S01001929","Unknown","Count",0
"2012","S01001929","Unknown","Count",0
"2013","S01001929","Unknown","Count",0
"2008","S01001929","1.0","Count",0
"2006","S01001929","1.0","Count",0
"2007","S01001929","1.0","Count",0
"2012","S01001929","1.0","Count",0
"2013","S01001929","1.0","Count",0
"2010","S01001929","1.0","Count",0
"2009","S01001929","1.0","Count",0
"2011","S01001929","1.0","Count",0
"2012","S01001929","2.0","Count",27
"2006","S01001929","2.0","Count",12
"2009","S01001929","2.0","Count",27
"2011","S01001929","2.0","Count",27
"2008","S01001929","2.0","Count",27
"2013","S01001929","2.0","Count",27
"2007","S01001929","2.0","Count",24
"2010","S01001929","2.0","Count",27
"2012","S01001929","3.0","Count",130
"2013","S01001929","3.0","Count",130
"2010","S01001929","3.0","Count",130
"2007","S01001929","3.0","Count",112
"2008","S01001929","3.0","Count",129
"2011","S01001929","3.0","Count",130
"2006","S01001929","3.0","Count",93
"2009","S01001929","3.0","Count",129
"2011","S01001929","4.0","Count",181
"2006","S01001929","4.0","Count",83
"2013","S01001929","4.0","Count",180
"2012","S01001929","4.0","Count",180
"2010","S01001929","4.0","Count",181
"2009","S01001929","4.0","Count",182
"2007","S01001929","4.0","Count",156
"2008","S01001929","4.0","Count",182
"2011","S01001929","10+","Ratio","0.57"
"2012","S01001929","10+","Ratio","0.57"
"2008","S01001929","10+","Ratio","0.57"
"2009","S01001929","10+","Ratio","0.57"
"2007","S01001929","10+","Ratio","0.63"
"2010","S01001929","10+","Ratio","0.57"
"2013","S01001929","10+","Ratio","0.57"
"2006","S01001929","10+","Ratio","0.81"
"2009","S01001929","1-3","Ratio","29.49"
"2013","S01001929","1-3","Ratio","29.62"
"2012","S01001929","1-3","Ratio","29.62"
"2007","S01001929","1-3","Ratio","28.51"
"2006","S01001929","1-3","Ratio","28.3"
"2011","S01001929","1-3","Ratio","29.62"
"2010","S01001929","1-3","Ratio","29.62"
"2008","S01001929","1-3","Ratio","29.49"
"2007","S01001929","4-6","Ratio","54.72"
"2010","S01001929","4-6","Ratio","55.28"
"2008","S01001929","4-6","Ratio","55.39"
"2011","S01001929","4-6","Ratio","55.28"
"2006","S01001929","4-6","Ratio","47.98"
"2012","S01001929","4-6","Ratio","55.28"
"2009","S01001929","4-6","Ratio","55.39"
"2013","S01001929","4-6","Ratio","55.28"
"2008","S01001929","7-9","Ratio","14.56"
"2007","S01001929","7-9","Ratio","16.14"
"2009","S01001929","7-9","Ratio","14.56"
"2013","S01001929","7-9","Ratio","14.53"
"2010","S01001929","7-9","Ratio","14.53"
"2011","S01001929","7-9","Ratio","14.53"
"2006","S01001929","7-9","Ratio","20.75"
"2012","S01001929","7-9","Ratio","14.53"
"2006","S01001929","Unknown","Ratio","2.16"
"2010","S01001929","Unknown","Ratio",0
"2012","S01001929","Unknown","Ratio",0
"2007","S01001929","Unknown","Ratio",0
"2008","S01001929","Unknown","Ratio",0
"2011","S01001929","Unknown","Ratio",0
"2009","S01001929","Unknown","Ratio",0
"2013","S01001929","Unknown","Ratio",0
"2007","S01001930","Median","Count",3
"2008","S01001930","5.0","Count",34
"2013","S01001930","5.0","Count",34
"2006","S01001930","5.0","Count",34
"2011","S01001930","5.0","Count",34
"2009","S01001930","5.0","Count",34
"2012","S01001930","5.0","Count",34
"2010","S01001930","5.0","Count",34
"2007","S01001930","5.0","Count",34
"2010","S01001930","6.0","Count",9
"2013","S01001930","6.0","Count",10
"2006","S01001930","6.0","Count",8
"2009","S01001930","6.0","Count",9
"2008","S01001930","6.0","Count",9
"2011","S01001930","6.0","Count",9
"2007","S01001930","6.0","Count",9
"2012","S01001930","6.0","Count",9
"2009","S01001930","7.0","Count",3
"2007","S01001930","7.0","Count",3
"2010","S01001930","7.0","Count",3
"2011","S01001930","7.0","Count",3
"2006","S01001930","7.0","Count",3
"2013","S01001930","7.0","Count",3
"2012","S01001930","7.0","Count",3
"2008","S01001930","7.0","Count",3
"2013","S01001930","8.0","Count",15
"2011","S01001930","8.0","Count",15
"2008","S01001930","8.0","Count",15
"2012","S01001930","8.0","Count",15
"2006","S01001930","8.0","Count",15
"2009","S01001930","8.0","Count",15
"2007","S01001930","8.0","Count",15
"2010","S01001930","8.0","Count",15
"2011","S01001930","9.0","Count",1
"2006","S01001930","9.0","Count",0
"2010","S01001930","9.0","Count",1
"2009","S01001930","9.0","Count",1
"2007","S01001930","9.0","Count",0
"2008","S01001930","9.0","Count",0
"2013","S01001930","9.0","Count",1
"2012","S01001930","9.0","Count",1
"2006","S01001930","Unknown","Count",0
"2007","S01001930","Unknown","Count",0
"2008","S01001930","Unknown","Count",0
"2009","S01001930","Unknown","Count",0
"2010","S01001930","Unknown","Count",0
"2011","S01001930","Unknown","Count",0
"2012","S01001930","Unknown","Count",0
"2013","S01001930","Unknown","Count",0
"2008","S01001930","1.0","Count",1
"2006","S01001930","1.0","Count",1
"2007","S01001930","1.0","Count",1
"2012","S01001930","1.0","Count",1
"2013","S01001930","1.0","Count",1
"2010","S01001930","1.0","Count",1
"2009","S01001930","1.0","Count",1
"2011","S01001930","1.0","Count",1
"2012","S01001930","2.0","Count",124
"2006","S01001930","2.0","Count",124
"2009","S01001930","2.0","Count",124
"2011","S01001930","2.0","Count",124
"2008","S01001930","2.0","Count",124
"2013","S01001930","2.0","Count",124
"2007","S01001930","2.0","Count",124
"2010","S01001930","2.0","Count",124
"2012","S01001930","3.0","Count",214
"2013","S01001930","3.0","Count",214
"2010","S01001930","3.0","Count",206
"2007","S01001930","3.0","Count",204
"2008","S01001930","3.0","Count",206
"2011","S01001930","3.0","Count",214
"2006","S01001930","3.0","Count",204
"2009","S01001930","3.0","Count",206
"2011","S01001930","4.0","Count",83
"2006","S01001930","4.0","Count",73
"2013","S01001930","4.0","Count",82
"2012","S01001930","4.0","Count",83
"2010","S01001930","4.0","Count",77
"2009","S01001930","4.0","Count",77
"2007","S01001930","4.0","Count",73
"2008","S01001930","4.0","Count",76
"2011","S01001930","10+","Ratio",0
"2012","S01001930","10+","Ratio",0
"2008","S01001930","10+","Ratio",0
"2009","S01001930","10+","Ratio",0
"2007","S01001930","10+","Ratio",0
"2010","S01001930","10+","Ratio",0
"2013","S01001930","10+","Ratio",0
"2006","S01001930","10+","Ratio",0
"2009","S01001930","1-3","Ratio","70.43"
"2013","S01001930","1-3","Ratio","70.04"
"2012","S01001930","1-3","Ratio","70.04"
"2007","S01001930","1-3","Ratio","71.06"
"2006","S01001930","1-3","Ratio","71.21"
"2011","S01001930","1-3","Ratio","70.04"
"2010","S01001930","1-3","Ratio","70.43"
"2008","S01001930","1-3","Ratio","70.73"
"2007","S01001930","4-6","Ratio","25.05"
"2010","S01001930","4-6","Ratio","25.53"
"2008","S01001930","4-6","Ratio","25.43"
"2011","S01001930","4-6","Ratio","26.03"
"2006","S01001930","4-6","Ratio","24.89"
"2012","S01001930","4-6","Ratio","26.03"
"2009","S01001930","4-6","Ratio","25.53"
"2013","S01001930","4-6","Ratio","26.03"
"2008","S01001930","7-9","Ratio","3.85"
"2007","S01001930","7-9","Ratio","3.89"
"2009","S01001930","7-9","Ratio","4.04"
"2013","S01001930","7-9","Ratio","3.93"
"2010","S01001930","7-9","Ratio","4.04"
"2011","S01001930","7-9","Ratio","3.93"
"2006","S01001930","7-9","Ratio","3.9"
"2012","S01001930","7-9","Ratio","3.93"
"2006","S01001930","Unknown","Ratio",0
"2010","S01001930","Unknown","Ratio",0
"2012","S01001930","Unknown","Ratio",0
"2007","S01001930","Unknown","Ratio",0
"2008","S01001930","Unknown","Ratio",0
"2011","S01001930","Unknown","Ratio",0
"2009","S01001930","Unknown","Ratio",0
"2013","S01001930","Unknown","Ratio",0
"2007","S01001931","Median","Count",4
"2008","S01001931","5.0","Count",46
"2013","S01001931","5.0","Count",45
"2006","S01001931","5.0","Count",46
"2011","S01001931","5.0","Count",46
"2009","S01001931","5.0","Count",46
"2012","S01001931","5.0","Count",45
"2010","S01001931","5.0","Count",46
"2007","S01001931","5.0","Count",46
"2010","S01001931","6.0","Count",2
"2013","S01001931","6.0","Count",2
"2006","S01001931","6.0","Count",2
"2009","S01001931","6.0","Count",2
"2008","S01001931","6.0","Count",2
"2011","S01001931","6.0","Count",2
"2007","S01001931","6.0","Count",2
"2012","S01001931","6.0","Count",2
"2009","S01001931","7.0","Count",0
"2007","S01001931","7.0","Count",0
"2010","S01001931","7.0","Count",0
"2011","S01001931","7.0","Count",0
"2006","S01001931","7.0","Count",0
"2013","S01001931","7.0","Count",0
"2012","S01001931","7.0","Count",0
"2008","S01001931","7.0","Count",0
"2013","S01001931","8.0","Count",0
"2011","S01001931","8.0","Count",0
"2008","S01001931","8.0","Count",0
"2012","S01001931","8.0","Count",0
"2006","S01001931","8.0","Count",0
"2009","S01001931","8.0","Count",0
"2007","S01001931","8.0","Count",0
"2010","S01001931","8.0","Count",0
"2011","S01001931","9.0","Count",0
"2006","S01001931","9.0","Count",0
"2010","S01001931","9.0","Count",0
"2009","S01001931","9.0","Count",0
"2007","S01001931","9.0","Count",0
"2008","S01001931","9.0","Count",0
"2013","S01001931","9.0","Count",0
"2012","S01001931","9.0","Count",0
"2006","S01001931","Unknown","Count",0
"2007","S01001931","Unknown","Count",0
"2008","S01001931","Unknown","Count",0
"2009","S01001931","Unknown","Count",0
"2010","S01001931","Unknown","Count",0
"2011","S01001931","Unknown","Count",0
"2012","S01001931","Unknown","Count",0
"2013","S01001931","Unknown","Count",0
"2008","S01001931","1.0","Count",0
"2006","S01001931","1.0","Count",0
"2007","S01001931","1.0","Count",0
"2012","S01001931","1.0","Count",0
"2013","S01001931","1.0","Count",0
"2010","S01001931","1.0","Count",0
"2009","S01001931","1.0","Count",0
"2011","S01001931","1.0","Count",0
"2012","S01001931","2.0","Count",43
"2006","S01001931","2.0","Count",42
"2009","S01001931","2.0","Count",43
"2011","S01001931","2.0","Count",43
"2008","S01001931","2.0","Count",43
"2013","S01001931","2.0","Count",43
"2007","S01001931","2.0","Count",43
"2010","S01001931","2.0","Count",43
"2012","S01001931","3.0","Count",50
"2013","S01001931","3.0","Count",50
"2010","S01001931","3.0","Count",49
"2007","S01001931","3.0","Count",49
"2008","S01001931","3.0","Count",49
"2011","S01001931","3.0","Count",50
"2006","S01001931","3.0","Count",49
"2009","S01001931","3.0","Count",49
"2011","S01001931","4.0","Count",173
"2006","S01001931","4.0","Count",173
"2013","S01001931","4.0","Count",173
"2012","S01001931","4.0","Count",173
"2010","S01001931","4.0","Count",173
"2009","S01001931","4.0","Count",173
"2007","S01001931","4.0","Count",173
"2008","S01001931","4.0","Count",173
"2011","S01001931","10+","Ratio",0
"2012","S01001931","10+","Ratio",0
"2008","S01001931","10+","Ratio",0
"2009","S01001931","10+","Ratio",0
"2007","S01001931","10+","Ratio",0
"2010","S01001931","10+","Ratio",0
"2013","S01001931","10+","Ratio",0
"2006","S01001931","10+","Ratio",0
"2009","S01001931","1-3","Ratio","29.39"
"2013","S01001931","1-3","Ratio","29.71"
"2012","S01001931","1-3","Ratio","29.71"
"2007","S01001931","1-3","Ratio","29.39"
"2006","S01001931","1-3","Ratio","29.17"
"2011","S01001931","1-3","Ratio","29.62"
"2010","S01001931","1-3","Ratio","29.39"
"2008","S01001931","1-3","Ratio","29.39"
"2007","S01001931","4-6","Ratio","70.61"
"2010","S01001931","4-6","Ratio","70.61"
"2008","S01001931","4-6","Ratio","70.61"
"2011","S01001931","4-6","Ratio","70.38"
"2006","S01001931","4-6","Ratio","70.83"
"2012","S01001931","4-6","Ratio","70.29"
"2009","S01001931","4-6","Ratio","70.61"
"2013","S01001931","4-6","Ratio","70.29"
"2008","S01001931","7-9","Ratio",0
"2007","S01001931","7-9","Ratio",0
"2009","S01001931","7-9","Ratio",0
"2013","S01001931","7-9","Ratio",0
"2010","S01001931","7-9","Ratio",0
"2011","S01001931","7-9","Ratio",0
"2006","S01001931","7-9","Ratio",0
